MySQL Shell 8.0.32

Copyright (c) 2016, 2023, Oracle and/or its affiliates.
Oracle is a registered trademark of Oracle Corporation and/or its affiliates.
Other names may be trademarks of their respective owners.

Type '\help' or '\?' for help; '\quit' to exit.
 MySQL  JS > \sql
Switching to SQL mode... Commands end with ;
 MySQL  SQL > \connect --mc root@localhost
Creating a Classic session to 'root@localhost'
Please provide the password for 'root@localhost': *************
Save password for 'root@localhost'? [Y]es/[N]o/Ne[v]er (default No): N
Fetching global names for auto-completion... Press ^C to stop.
Your MySQL connection id is 11
Server version: 8.0.32 MySQL Community Server - GPL
No default schema selected; type \use <schema> to set one.
 MySQL  localhost:3306 ssl  SQL > show databases;
+--------------------+
| Database           |
+--------------------+
| agencia            |
| ejemplo            |
| ejemplotdcs        |
| evaluacion_1       |
| information_schema |
| mysql              |
| ordenes_compra     |
| performance_schema |
| recursos_humanos   |
| sakila             |
| sys                |
| tarjetas_credito   |
| world              |
+--------------------+
13 rows in set (0.0018 sec)
 MySQL  localhost:3306 ssl  SQL > \use tarjetas_credito
Default schema set to `tarjetas_credito`.
Fetching global names, object names from `tarjetas_credito` for auto-completion... Press ^C to stop.
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > show tables;
+----------------------------+
| Tables_in_tarjetas_credito |
+----------------------------+
| bancos                     |
| clientes                   |
| tarjetas                   |
+----------------------------+
3 rows in set (0.0032 sec)
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > SELECT *
                                                 -> FROM tarjetas;
Empty set (0.0050 sec)
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > LOAD DATA INFILE 'C:\\ProgramData\\MySQL\\MySQL Server 8.0\\Uploads\\tarjetas.csv'
                                                 -> INTO TABLE Tarjetas
                                                 -> FIELDS TERMINATED BY ','
                                                 -> ENCLOSED BY '"'
                                                 -> LINES TERMINATED BY '\r\n'
                                                 -> IGNORE 1 LINES
                                                 -> (numero_tarjeta,banco_id,tipo_tarjeta,cliente_id,cvv_cvv2,fecha_expedicion,fecha_vencimiento,dia_pago,pin_tarjeta,limite_credito);
ERROR: 1292 (22007): Incorrect datetime value: '01/02/2011' for column 'fecha_expedicion' at row 1
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > LOAD DATA INFILE 'C:\\ProgramData\\MySQL\\MySQL Server 8.0\\Uploads\\tarjetas.csv' INTO TABLE Tarjetas FIELDS TERMINATED BY ',' ENCLOSED BY '"' LINES TERMINATED BY '\r\n' IGNORE 1 LINES (numero_tarjeta,banco_id,tipo_tarjeta,cliente_id,cvv_cvv2,fecha_expedicion,fecha_vencimiento,dia_pago,pin_tarjeta,limite_credito);
Query OK, 5000 rows affected (0.2639 sec)

Records: 5000  Deleted: 0  Skipped: 0  Warnings: 0
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > SELECT COUNT(*)
                                                 -> FROM Tarjetas;
+----------+
| COUNT(*) |
+----------+
|     5000 |
+----------+
1 row in set (0.0153 sec)
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL > SELECT *
                                                 -> FROM Tarjetas
                                                 -> LIMIT 1000;
+------------------+----------+---------------------------+------------+----------+---------------------+---------------------+----------+-------------+----------------+
| numero_tarjeta   | banco_id | tipo_tarjeta              | cliente_id | cvv_cvv2 | fecha_expedicion    | fecha_vencimiento   | dia_pago | pin_tarjeta | limite_credito |
| 3532572211805210 |        3 | Japan Credit Bureau       |        976 | 628      | 2016-04-01 00:00:00 | 2030-04-01 00:00:00 |       11 | 618         |          87200 |
| 5224510970724130 |       16 | Master Card               |        977 | 348      | 2016-11-01 00:00:00 | 2030-11-01 00:00:00 |       23 | 3392        |          59700 |
| 6011170187781440 |        6 | Discover                  |        978 | 362      | 2011-03-01 00:00:00 | 2017-03-01 00:00:00 |       12 | 7590        |         132900 |
| 4175140571120350 |        2 | Visa                      |        979 | 643      | 2010-06-01 00:00:00 | 2029-06-01 00:00:00 |       11 | 2362        |         183500 |
| 30925276444397   |        1 | Diners Club International |        980 | 27       | 2013-01-01 00:00:00 | 2028-01-01 00:00:00 |        5 | 7971        |          15400 |
| 3545232448746130 |        3 | Japan Credit Bureau       |        981 | 0        | 2012-06-01 00:00:00 | 2018-06-01 00:00:00 |        5 | 4794        |         146000 |
| 6011679152622970 |        6 | Discover                  |        982 | 730      | 2014-11-01 00:00:00 | 2020-11-01 00:00:00 |       23 | 7758        |          87600 |
| 377906579004634  |        8 | American Express          |        983 | 1526     | 2007-07-01 00:00:00 | 2020-07-01 00:00:00 |        5 | 9200        |          78200 |
| 4414394415916870 |        9 | Visa                      |        984 | 822      | 2015-01-01 00:00:00 | 2022-01-01 00:00:00 |       11 | 9174        |         105100 |
| 6011172361515130 |        6 | Discover                  |        985 | 77       | 2007-04-01 00:00:00 | 2027-04-01 00:00:00 |        6 | 6640        |         171800 |
| 5494876925623870 |        2 | Master Card               |        986 | 873      | 2007-03-01 00:00:00 | 2024-03-01 00:00:00 |        4 | 5625        |         124400 |
| 5326213544229280 |       11 | Master Card               |        987 | 888      | 2014-06-01 00:00:00 | 2022-06-01 00:00:00 |       15 | 2809        |         129600 |
| 377261708384170  |        8 | American Express          |        988 | 1238     | 2016-09-01 00:00:00 | 2026-09-01 00:00:00 |       20 | 5419        |         176200 |
| 377228730077551  |        8 | American Express          |        989 | 9519     | 2008-04-01 00:00:00 | 2013-04-01 00:00:00 |       19 | 5462        |         126400 |
| 30471973627240   |        1 | Diners Club International |        990 | 66       | 2014-07-01 00:00:00 | 2029-07-01 00:00:00 |        4 | 5679        |          11900 |
| 371562340806090  |        8 | American Express          |        991 | 675      | 2007-05-01 00:00:00 | 2018-05-01 00:00:00 |        3 | 6071        |         138500 |
| 3570139035074610 |        3 | Japan Credit Bureau       |        992 | 579      | 2009-11-01 00:00:00 | 2026-11-01 00:00:00 |       14 | 2395        |          19800 |
| 4421311527786580 |        2 | Visa                      |        993 | 114      | 2011-09-01 00:00:00 | 2029-09-01 00:00:00 |       23 | 7038        |          30900 |
| 344661352815355  |        8 | American Express          |        994 | 5828     | 2015-07-01 00:00:00 | 2031-07-01 00:00:00 |       25 | 1060        |          44300 |
| 5127113001199150 |        7 | Master Card               |        995 | 339      | 2017-06-01 00:00:00 | 2031-06-01 00:00:00 |       26 | 7841        |         125900 |
| 6011650516043740 |        6 | Discover                  |        996 | 685      | 2007-08-01 00:00:00 | 2017-08-01 00:00:00 |        3 | 1966        |         155900 |
| 30336156814206   |        1 | Diners Club International |        997 | 203      | 2012-03-01 00:00:00 | 2014-03-01 00:00:00 |       14 | 2862        |          58100 |
| 6011441322147040 |        6 | Discover                  |        998 | 723      | 2013-06-01 00:00:00 | 2019-06-01 00:00:00 |       25 | 6456        |         184900 |
| 4012493542764350 |        2 | Visa                      |        999 | 170      | 2010-08-01 00:00:00 | 2030-08-01 00:00:00 |       19 | 1270        |         144100 |
| 6011212745348060 |        6 | Discover                  |       1000 | 708      | 2010-08-01 00:00:00 | 2020-08-01 00:00:00 |       15 | 2650        |         147800 |
+------------------+----------+---------------------------+------------+----------+---------------------+---------------------+----------+-------------+----------------+
1000 rows in set (0.0095 sec)
 MySQL  localhost:3306 ssl  tarjetas_credito  SQL >
